class,text
w,"피고인이 살인의 범의를 자백하지 아니하고 상해 또는 폭행의 범의만이 있었을 뿐이라고 다투고 있는 경우에 피고인에게 범행 당시 살인의 범의가 있었는지 여부는 피고인이 범행에 이르게 된 경위, 범행의 동기, 준비된 흉기의 유무·종류·용법, 공격의 부위와반복성, 사망의 결과발생가능성 정도, 범행 후에 있어서의 결과회피행동의 유무 등 범행 전후의 객관적인 사정을 종합하여 판단할 수밖에 없다"
ic,변호인의 위 주장 또한 받아들이지 아니한다.
w,자기의 행위로 인하여 타인의 사망의 결과를 발생시킬 만한 가능성또는 위험이 있음을 인식하거나 예견하면 족한 것이고
d,넘어진 피해자의 옷과 머리카락을 손으로 잡아 엘리베이터 밖으로 끌어내서 양 주먹으로얼굴을 수십 차례 때렸다.
i,"가.피고인은 피해자가 귀가할 당시부터 피해자를 살해하려는 의사가 있었던 것은 아니고,"
e,"(다) 피해자를 부검한 국립과학수사연구원 법의관 G는, 얼굴과 머리 부위의 외표검사에서 이마, 얼굴, 좌측 측두부, 좌측 귀, 턱 좌측 등에서 11개소의 열창이 보이고,"
w,"피해자가 한겨울 일몰 후에 차가운 강물 속에 오래 머무를 경우 저체온증 등으로 신체 기능이 저하되어 결국 익사하기 쉽다는 것은 누구나 예견할 수 있으며,"
c,피고인에게 위 범행 당시 살인의 범의가 있었다고 판단된다.
e,"최종적으로 '열린 두개내상처가 없는 외상성 지주막하출혈 두개골 및 안면골의 상세불명 부분의 골절(폐쇄성), 외상성 거미막밑 출혈'등의 진단을 받았다."
u,"이 사건의 경위, 사용된 식칼의 위험성, 공격부위 등을종합하면,"
d,4 피해자 E은 피고인이 화가 나 흥분한 상태에서 칼을 휘두른 것이 아니라 자신과 피해자 F을 죽이려 했다고 느꼈다고 진술하였고
e,"피고인에 대한 정신감정을 실시한 치료감호소 소속 의사 △△△은 피고인의 상태에 관하여 적응장애 상태로 진단하고,"
u,"위 법리에 앞서 증거의 요지에서 든 증거들에 의하여 인정할 수 있는 다음과 같은 사정들, 즉"
c,피고인이 미필적으로나마 피해자를 살해할 범의를 가지고 있었던 것으로 봄이 상당하다.
i,"그 밖에 증거들에 의하여 인정되는 피고인이 이 사건 범행에 이르게 된 경위, 범행의 수단과 방법, 범행을 전후 한 피고인의 행동 등에 비추어 보면,"
c,피고인이 피해자를 살인하려는 고의가 없었다.
c,피고인에게 적어도 살인의 미필적 고의가 있었음을 인정할 수 있다.
d,4 피해자가 식칼에 찔린 부위는 목의 가운데 부위인데
i,피고인이 단지 피해자를 위협만 하고 살해할 의도가 없었다면 이처럼 피해자를 위협하는 언행도 없이 과도로 피해자의 복부를 향해 공격을 시작하였을 것으로 보이지는 않는다.
d,6 피고인은 30여 년전 강간죄로 교도소에 다녀온 후 어머니와 형제들을 구타하고 돈을 달라고 하는 등
w,그와 같은 심증이 반드시 직접증거에 의하여 형성되어야만 하는 것은 아니고
i,"피고인의 주장과 같이 재물 강취의 의사 없이 우발적으로 피해자를 살해한 것으로는 보기 어렵고,"
d,"또한 범행 동기에 대하여도 ""피해자가 신경 쓰이고 귀찮게 하고 성가시게 하는 것이 정말 싫었다."","
w,자기의 행위로 인하여 타인의 사망의 결과를 발생시킬 만한 가능 또는 위험이 있음을 인식하거나 예견하면 족한 것이고
d,"경찰 조사에서는 ""A이 누군가와 싸우러 가는 줄 알고 따라갔으나 상대방이 피해자인 줄은 몰랐다""라고 진술하다가"
i,피고인은 의식을 잃은 채 많은 양의 피를 흘린 피해자의 모습에 두려움을 느꼈거나 처벌에 대한 불안감으로 더 이상의 행위에 나아가지 않은 것으로 보일뿐
i,③ 피고인은 자신의 행동으로 중형을 선고받게 될 것을 예상하고
i,"1발만 피해자의 어깨에 맞았다고 하더라도,"
i,"3 피고인의 주장대로 식칼을 집에 가져갈 목적이었다면 굳이 구입한 식칼의 포장을 뜯어서 몸에 지닐 이유는 없는 점,"
u,"이 법원이 적법하게 채택하여 조사한 증거들에 의하여 인정되는 다음과 같은 사정즉,"
e,수사보고(피의자 및 의사 상대수사)에 의하면 담당의사 ●●●은 피고인에게 정신병력은 없고 현재의 정신상태는 이번 일로 인한 상태라고 진술한 점에 비추어
d,"5 위와 같이 피고인이 피해자를 찌르고 칼을 휘두르면서 '오늘 다 죽이려고 왔다, 너희들 다 죽여버리겠다.'는 등의 말을 반복해서 한 점,"
d,④ 피고인의 진술에 의하더라도 피고인이 피해자의 집에 들어가 피해자의 목을 조르는데 대략 5분 내지 10분 정도밖에 걸리지 않은 점
i,"나. 피고인은 피해자와 택시요금 문제로 시비 끝에 순간적으로 격분하여 우발적으로 피해자를 살해하게 된 것으로,"
i,"피고인이 찌른 식칼로 인해 실제로 피해자의 생명에 치명적인 위험이 초래된 점,"
i,피해자가 피고인을 피하여 강물에 뛰어든 후에는 피해자를 구하기 위하여 뒤쫓아 갔을 뿐
d,위 과도는 피고인이 평소에 사용하던 것이다.
u,"나. 위 법리에 기초하여 이 법원이 적법하게 채택하여 조사한 증거들에 의하여 인정되는 다음과 같은 사정들을 종합하여 보면,"
d,③이 사건 범행이 있기 2일 전인 2018.9.18. 은 c가 피해자와 살림을 합쳐 함께 살아보겠다고 하면서 피고인을 설득하여 피고인과 c가 수원에서 보령으로 이사한 날이었다.
w,"강도죄는 당초부터 강도의 의사로 피해자를 폭행·협박하여 반항이 억압된 상태에 빠뜨린 후 재물을 강취하는 경우뿐만 아니라,"
u,"그런데 판시 각 증거에 의하면,"
i,이로 인하여 피해자는 간과 위가 관통당하고 간에서 많은 출혈이 발생하여 신속한 처치가 이루어지지 아니하였다면 사망할 수 있을 정도로 치명적인 상해를 입었다.
i,"피해자들이 입은 상처도 피고인을 제압하려다가 실패한 상황에서 발생한 것이며,"
i,"피고인은 B에 대한 분노로 피해자가 사망하여도 어쩔 수 없다고 생각하면서 피해자를 칼로 찔렀다고 봄이 상당하고,"
d,"2) 피해자는 이 사건 범행 전날인 2011.1.13.20:00경에도 술을 마신 채 피고인 운영의 호프집에 찾아가 피고인에게 행패를 부렸고,"
w,사물의 성질상 범의와 관련성이 있는 간접사실 또는 정황사실을 증명하는 방법으로 이를 증명할 수밖에 없다.
i,그런데 당시 위 주거지에는 피해자와 피고인만이 있었을 뿐
b,"(대법원 1994. 3. 22. 선고 93도 3612 판결, 대법원 1982. 12. 28. 선고 82도2525 판결 등 참조)."
w,"가해자의 행위가 피해자의 부당한 공격을 방위하기 위한 것이라기보다는 서로 공격할 의사로 싸우다가 먼저 공격을 받고 이에 대항하여 가해하게 된 것이라고 봄이 상당한 경우, 그 가해행위는 방어행위인 동시에 공격행위의 성격을 가지므로 정당방위 또는 과잉방위행위라고 볼 수 없다"
d,"① 피고인은 2006. 6. 22.경 출소한 이후로 피해자를 만나 동거를 하면서 피해자로부터 차량, 휴대전화 등을 받는 등 경제적으로 어느 정도 여유를 가졌는데,"
ic,3. 따라서 피고인의 주장은 모두 받아들이지 않는다.
i,피해자 G의 뒤통수를 수평으로 가볍게 충격하였을 뿐
i,7 피해사실이 밝혀진 과정과 이 사건 수사의 진행 과정에서 특별히 부자연스러운 점을 찾을 수 없다.
w,그 인식이나 예견은 확정적인것은 물론 불확정적인 것이라도 이른바 미필적 고의로 인정된다
b,(대법원 2000. 8. 18. 선고 2000도 2231 판결 참조).
i,"피해자가 먼저 피고인의 팔뚝을 물어뜯어 이를 방어하기 위하여 피고인이 피해자를 칼로 찌르게 된 것이라고 볼 수 없는 바,"
w,"자기의 행위로 인하여 타인의 사망 결과를 발생시킬 만한 가능성 또는위험이 있음을 인식하거나 예견하면 충분한 것이고,"
i,"피고인은 ※※◁ 성분이 든 농약을 이 사건 음료수 병에 넣을 당시 자신의 행위로 인하여 피해자의 사망의 결과를 발생시킬 만한 가능 또는 위험이 있음을 인식하면서도 이를 감행하였다고 충분히 인정 할 수 있으므로,"
d,온 힘을 다해 버티다가 가까스로 현관문을 열고 도망쳐 나왔다.
c,따라서 피고인에 대하여 살인예비죄는 성립하지 않는다.
d,"(수사기록 390, 391쪽)."
e,"피고인의 사물변별능력이나 의사결정능력의 장애를 의심할 만한 정황을 찾을 수 없었고,"
i,"3 또한 피해자가 오른쪽으로 자세가 기운 채로 옆목 부위가 마루 모서리에 부딪혀 위 2부분의 골절이 일어났을 가능성도 가 피해자에게서 오른쪽뿐만 아니라 왼쪽까지, 즉 양쪽 목빗근에 근육간출혈과 앞목삼각 전체에서 넓은 피부까짐이 관찰되었던 점"
d,"피고인은 분노를 참지 못하고 자해까지 하였고,"
e,"엔진룸에서 전기적인 특이점을 찾지 못했으며,"
u,이런 사정에 비추어 보면
w,형사재판에 있어서 유죄로 인정하기 위한 심증형성의 정도는 합리적인의심을 할 여지가 없을 정도여야 한다.
d,"② 피고인의 주장처럼 피해자가“나를 먼저 죽여주고 당신도 죽어라.”라는 말을 하였다고 하더라도,"
b,( 대법원 2001. 3. 9. 선고 2000도5590 판결 등 참조).
d,그래서 거기에 녹음을 했어.
i,"① 위와 같인 피고인은 피해자와의 싸움 도중에 자신의 방에서 식칼을 들고 나와 피해자를 위협한 점,"
c,이를 형법 제52조 제1항의 자수라고 볼 수 없다.
i,피해자가 옹벽 아래로 떨어진 후부터는 거의 기억을 못 하고 있다.
w,피고인이 범행 당시 살인의 범의는 없었고
d,(수사기록 140쪽).
i,"피해자를 괴롭히는 악령을 죽여서 피해자를 살리기 위한 행위였을 뿐,"
i,"피고인은 술에 만취하여 성적으로 흥분된 상태에서 성적 욕구를 해소하고자 피해자를 폭행하였는데, 피해자가 계속하여 소리를 지르자 너무 당황한 나머지 피해자를 제압하기 위하여 피해자의 머리를 계속하여 주먹과 발, 벽돌로 때린 것이고,"
w,"피고인이 범행 당시 살인의 범의는 없었고 단지 상해 또는 폭행의 범의만 있었을 뿐이라고 다투는 경우에 피고인에게 범행 당시 살인의 범의가 있었는지 여부는 피고인이 범행에 이르게 된 경위, 범행의 동기, 준비된 흉기의 유무·종류·용법, 공격의 부위와 반복성, 사망의 결과발생 가능성 정도 등 범행 전후의 객관적인 사정을 종합하여 판단할 수밖에 없다고 할것이다"
d,어렴풋이 무엇인지 모르지만 제가 피해자를 무언가로 들고 때린 것도 기억이 난다
i,피고인이 살인의 고의로 치명상을 가하였다고 봄이 합리적이다
i,이와 같이 피고인은 범행 이전부터 피해자에 대하여 좋지 않은 감정을 가지고 있었다.
i,"피고인들은 피해자를 폭행한 후 119에 신고하여 피해자를 병원으로 옮기게 하였으므로,"
w,"가. 살인의 고의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는 것은 아니고,"
c,피고인이 이 사건 범행 당시 위 질환으로 인하여 사물을 변별하거나 의사를 결정할 능력이 미약한 상태에 있었다고 보이지 아니한다.
w,"가. 살인죄에 있어서의 살인의 범의는 반드시 살해의 목적이나 계획적인 살해의 의도가 있어야 인정되는 것은 아니고,"
i,"그 과정에서 피고인은 피해자로부터 욕설을 듣게 되자 화가 난 상태에서 부엌칼을 준비하여 피해자를 만나러 간 점,"
d,"회칼을 여러 개 준비하겠다.”라고말하고,"
d,"그래서 피고인에게 욕을 하면서 다가갔는데,"
c,피고인은 식칼로 피해자를 찌를 듯이 겨누거나 피해자를 폭행한 사실이 없다.
c,"발로 피해자를 가격한 사실이 인정되므로,"
i,피고인은 20~30분 후 깨어나 닫혀있는 피해자의 방문을 열어보지 않고 '할머니 저 갈게요'라는 말을 남기고 피해자의 집을 나왔을 뿐이다.
i,"③ 피고인이 피해자를 식칼로 찌른 주된 부위는 자칫하면 생명을 잃을 수도 있는 중요한 부위인 쇄골 아래쪽의 목 부분으로서 피해자는 범행 직후 병원으로 후송되어 자상 부분에 대한 봉합술, 인대 접합술 등의 수술을 받은 사실,"
e,"추상적 사고능력이 정상 범위이고,"
d,"4 피고인은 2012. 8. 이후에는 정신과 진료를 받지 않았고,"
d,1 피고인은 피해자 D에게 자신이 사기의 피해를 당했다는 내용이 기재된 판결문을 건네주며 읽어보게 한후위 피해자가 판결문을 읽기 위해 고개를 숙이자 그틈을 타서 왼손으로 위 피해자의 머리채를 잡고 오른손으로 미리 준비한 칼을 꺼내어 위 피해자의 목 부위를 겨냥하여 2회 찔렀다.
c,위 그@저 승용차(이하'이 사건 차량'이라 한다)에 사망한 피해자를 놓아둔 채 휘발유와 라이터로 불을 질러 사체를 손괴한 사실이 없다.
